#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.48,81.35,143.34,87.55,129.63,102.96,113.31,36.59,0.0,0.0,0.0,0.0,0.0
18.05,35.38,35.71,103.35,100.04,135.93,134.28,92.33,91.75,22.05,36.98,0.0,0.0
0.03,63.14,61.76,90.43,103.0,160.32,167.14,89.62,97.5,26.92,38.31,0.0,0.0
133.3,75.6,71.04,88.78,97.11,167.3,170.55,87.67,88.08,164.04,37.69,39.47,0.0
141.29,75.33,78.92,98.52,110.28,176.66,177.26,92.82,84.84,27.47,37.85,0.0,0.0
115.73,78.72,73.72,116.26,122.17,168.34,179.9,87.49,88.02,28.14,161.71,0.0,18.79
107.44,83.38,69.73,106.54,116.76,145.32,138.2,88.47,88.5,176.46,37.8,23.55,0.0
106.68,83.18,74.71,105.24,111.97,137.73,137.33,86.9,102.47,25.31,35.82,0.0,0.0
105.1,83.31,75.19,103.89,105.8,147.16,150.21,86.91,94.16,161.09,36.3,6.25,0.0
111.78,79.97,75.01,100.8,100.89,150.71,158.25,89.19,94.76,25.88,36.21,0.0,0.0
112.26,80.57,75.58,100.35,99.53,150.46,158.62,89.27,90.74,25.73,35.46,0.0,0.0
111.33,79.91,78.39,99.19,103.47,151.66,156.53,88.35,91.58,26.22,36.5,0.0,0.0
120.4,82.17,78.43,103.33,104.15,151.13,154.28,85.86,91.61,178.06,36.41,22.71,0.0
127.18,79.88,76.91,103.4,103.54,149.96,155.82,89.01,90.96,26.32,35.76,0.0,0.0
127.12,79.49,75.63,102.66,102.17,150.37,155.97,89.6,90.33,25.36,36.48,0.0,0.0
129.58,79.46,75.04,103.46,102.69,150.52,156.73,89.63,86.11,25.68,36.36,0.0,0.0
129.56,79.47,75.03,103.22,102.91,149.79,156.06,89.31,86.41,25.85,36.24,0.0,0.0
129.56,79.47,75.03,103.46,102.91,149.9,156.06,89.31,86.2,25.68,36.25,0.0,0.0
