#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
134.82,77.9,73.51,104.23,117.62,65.43,70.7,90.89,93.45,26.31,38.37,0.0,0.0
116.15,79.05,69.23,105.07,116.99,73.09,78.19,91.64,92.53,26.0,36.48,0.0,0.0
102.45,78.83,71.31,102.4,116.99,73.79,84.13,91.65,92.47,26.0,35.79,0.0,0.0
97.37,78.88,71.6,101.94,117.12,78.31,95.97,91.64,92.41,26.26,36.34,0.0,0.0
105.95,79.12,71.11,103.52,116.72,78.8,85.32,91.34,93.0,26.04,36.29,0.0,0.0
125.37,81.21,72.11,106.9,119.01,76.39,87.98,87.77,93.67,26.32,174.43,0.0,28.37
133.7,79.51,67.28,106.45,122.57,74.39,77.64,87.49,89.47,26.31,36.94,0.0,0.0
128.87,72.03,66.38,111.37,130.93,49.5,56.63,90.35,85.62,27.32,38.21,0.0,0.0
3.71,64.05,55.05,114.69,131.56,45.77,48.62,88.34,91.64,164.63,160.16,43.62,20.17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9,64.66,59.69,110.52,129.87,49.2,30.12,87.61,83.97,29.43,39.27,0.0,0.0
146.81,70.6,76.67,104.62,125.82,58.01,55.06,90.87,87.75,28.09,38.13,0.0,0.0
136.67,75.62,73.03,105.51,117.5,59.76,64.34,89.21,86.3,27.13,37.35,0.0,0.0
116.52,80.31,67.13,108.51,113.27,65.76,69.5,87.68,98.58,26.23,36.29,0.0,0.0
101.0,80.47,74.6,109.27,119.78,67.23,62.26,87.79,84.89,27.21,36.62,0.0,0.0
106.77,78.04,75.22,104.24,109.21,78.75,105.67,91.57,88.35,25.78,34.62,0.0,0.0
132.1,84.49,75.65,116.6,105.23,150.74,177.45,83.96,89.97,26.8,36.92,0.0,0.0
137.13,81.98,69.69,113.99,107.21,172.5,174.17,85.91,105.24,28.81,39.05,0.0,0.0
145.11,76.14,76.65,108.38,102.67,179.35,173.91,88.05,87.88,27.57,38.24,0.0,0.0
143.8,76.53,72.91,98.61,96.26,168.53,164.55,85.69,91.62,25.37,38.62,0.0,0.0
143.52,79.51,58.53,97.2,82.64,162.87,157.7,81.65,99.59,165.09,170.23,35.21,27.04
6.66,70.43,56.28,104.95,91.69,162.43,159.65,77.62,85.87,163.72,40.1,36.47,0.0
17.74,58.56,49.14,98.11,92.19,156.87,153.06,87.17,89.98,23.57,39.48,0.0,0.0
15.88,6.08,18.52,110.92,100.45,129.43,130.26,86.04,92.24,21.4,37.69,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.55,33.63,42.76,89.76,109.58,135.18,129.66,102.7,92.32,25.04,45.55,0.0,0.0
18.78,32.04,2.82,97.21,100.05,157.64,155.15,86.42,86.28,23.09,38.47,0.0,0.0
21.55,65.61,66.59,88.44,98.32,166.48,164.51,87.01,101.42,169.31,38.57,36.12,0.0
151.46,74.35,69.59,87.28,90.77,170.01,165.53,89.9,85.58,25.07,38.95,0.0,0.0
144.65,78.89,77.28,98.91,101.67,172.92,170.04,89.38,92.16,23.52,35.97,0.0,0.0
136.94,80.82,76.34,112.85,117.57,178.65,176.2,87.29,90.02,25.38,38.24,0.0,0.0
137.85,83.41,68.8,122.08,110.81,178.27,176.0,84.57,94.13,26.63,37.54,0.0,0.0
128.26,82.06,77.53,104.6,109.64,159.87,157.82,87.89,89.41,25.31,36.51,0.0,0.0
119.93,82.68,72.14,103.47,101.58,150.68,148.41,86.56,94.96,26.97,38.74,0.0,0.0
118.2,79.87,75.06,100.88,101.43,151.34,157.67,89.96,90.03,26.16,36.17,0.0,0.0
126.73,79.93,72.58,100.94,96.97,153.13,164.13,90.21,89.67,25.89,36.32,0.0,0.0
131.62,79.23,78.48,100.32,101.74,152.62,156.86,89.96,94.15,25.65,36.66,0.0,0.0
134.55,79.01,76.42,100.4,103.55,161.72,160.59,89.54,90.34,26.71,37.58,0.0,0.0
143.06,82.76,77.41,106.69,102.48,157.98,163.9,83.14,95.6,26.71,37.59,0.0,0.0
146.27,83.47,77.45,106.35,102.78,165.39,163.24,83.72,94.85,26.45,37.15,0.0,0.0
147.5,80.65,75.55,103.24,99.7,165.88,163.9,86.4,91.03,26.47,37.07,0.0,0.0
147.44,80.39,75.55,102.89,99.92,167.33,162.39,86.73,90.72,25.97,36.95,0.0,0.0
147.42,82.82,75.48,104.94,99.84,167.06,163.65,84.3,94.69,25.61,36.71,0.0,0.0
147.44,80.37,75.5,102.49,99.86,167.19,163.75,85.8,95.61,26.37,37.18,0.0,0.0
147.45,80.35,75.51,102.49,99.87,167.18,163.62,86.13,91.32,26.13,36.83,0.0,0.0
